respondent_id,xyz_vaccine,seasonal_vaccine
48890,0.08,0.24
48891,0.05,0.21
48892,0.2,0.66
48893,0.42,0.53
48894,0.41,0.65
48895,0.09,0.4
48896,0.77,0.93
48897,0.16,0.62
48898,0.14,0.96
48899,0.0,0.23
48900,0.33,0.58
48901,0.11,0.44
48902,0.08,0.15
48903,0.37,0.74
48904,0.2,0.21
48905,0.9,0.91
48906,0.03,0.15
48907,0.5,0.79
48908,0.26,0.87
48909,0.04,0.9
48910,0.07,0.12
48911,0.12,0.99
48912,0.1,0.34
48913,0.19,0.62
48914,0.04,0.34
48915,0.27,0.56
48916,0.5,0.85
48917,0.11,0.18
48918,0.16,0.75
48919,0.14,0.49
48920,0.13,0.24
48921,0.63,0.68
48922,0.12,0.35
48923,0.05,0.12
48924,0.08,0.34
48925,0.31,0.3
48926,0.19,0.67
48927,0.32,0.41
48928,0.27,0.51
48929,0.55,0.72
48930,0.34,0.23
48931,0.04,0.14
48932,0.06,0.11
48933,0.87,0.97
48934,0.06,0.06
48935,0.12,0.37
48936,0.26,0.3
48937,0.21,0.36
48938,0.11,0.72
48939,0.26,0.42
48940,0.04,0.05
48941,0.06,0.32
48942,0.06,0.12
48943,0.12,0.87
48944,0.24,0.32
48945,0.52,0.45
48946,0.39,0.61
48947,0.46,0.69
48948,0.31,0.84
48949,0.08,0.13
48950,0.05,0.16
48951,0.09,0.11
48952,0.03,0.05
48953,0.04,0.46
48954,0.36,0.25
48955,0.22,0.38
48956,0.23,0.72
48957,0.12,0.55
48958,0.07,0.01
48959,0.07,0.18
48960,0.28,0.7
48961,0.06,0.02
48962,0.07,0.24
48963,0.05,0.97
48964,0.07,0.61
48965,0.23,0.84
48966,0.21,0.21
48967,0.65,0.66
48968,0.82,0.91
48969,0.06,0.14
48970,0.37,0.7
48971,0.02,0.87
48972,0.13,0.27
48973,0.11,0.67
48974,0.03,0.04
48975,0.44,0.69
48976,0.31,0.38
48977,0.2,0.64
48978,0.12,0.13
48979,0.12,0.16
48980,0.04,0.1
48981,0.23,0.49
48982,0.14,0.88
48983,0.17,0.78
48984,0.59,0.76
48985,0.24,0.24
48986,0.7,0.8
48987,0.12,0.07
48988,0.03,0.07
48989,0.21,0.3
48990,0.02,0.1
48991,0.03,0.3
48992,0.36,0.81
48993,0.56,0.69
48994,0.18,0.34
48995,0.17,0.81
48996,0.14,0.46
48997,0.14,0.74
48998,0.02,0.21
48999,0.13,0.61
49000,0.48,0.86
49001,0.4,0.72
49002,0.25,0.89
49003,0.01,0.11
49004,0.08,0.6
49005,0.25,0.2
49006,0.27,0.37
49007,0.05,0.14
49008,0.02,0.23
49009,0.23,0.88
49010,0.06,0.26
49011,0.12,0.19
49012,0.23,0.52
49013,0.05,0.78
49014,0.14,0.17
49015,0.32,0.43
49016,0.04,0.09
49017,0.12,0.53
49018,0.22,0.47
49019,0.57,0.8
49020,0.09,0.51
49021,0.03,0.45
49022,0.2,0.5
49023,0.08,0.35
49024,0.11,0.45
49025,0.02,0.09
49026,0.1,0.62
49027,0.49,0.68
49028,0.08,0.18
49029,0.66,0.99
49030,0.15,0.54
49031,0.66,0.7
49032,0.02,0.37
49033,0.08,0.23
49034,0.15,0.67
49035,0.36,0.27
49036,0.16,0.4
49037,0.04,0.5
49038,0.08,0.45
49039,0.32,0.55
49040,0.07,0.68
49041,0.15,0.26
49042,0.2,0.94
49043,0.01,0.08
49044,0.08,0.09
49045,0.04,0.22
49046,0.23,0.52
49047,0.73,0.75
49048,0.09,0.29
49049,0.01,0.05
49050,0.02,0.11
49051,0.09,0.08
49052,0.59,0.61
49053,0.11,0.74
49054,0.45,0.74
49055,0.1,0.13
49056,0.16,0.45
49057,0.55,0.89
49058,0.63,0.91
49059,0.01,0.2
49060,0.12,0.53
49061,0.75,0.78
49062,0.05,0.46
49063,0.86,0.81
49064,0.41,0.58
49065,0.49,0.87
49066,0.04,0.63
49067,0.15,0.81
49068,0.62,0.9
49069,0.09,0.12
49070,0.06,0.76
49071,0.82,0.9
49072,0.08,0.78
49073,0.04,0.77
49074,0.34,0.75
49075,0.24,0.48
49076,0.09,0.23
49077,0.15,0.07
49078,0.1,0.34
49079,0.02,0.04
49080,0.1,0.21
49081,0.83,0.82
49082,0.07,0.16
49083,0.1,0.78
49084,0.12,0.16
49085,0.08,0.11
49086,0.07,0.34
49087,0.49,0.32
49088,0.35,0.88
49089,0.46,0.84
49090,0.24,0.53
49091,0.34,0.57
49092,0.1,0.2
49093,0.02,0.1
49094,0.76,0.89
49095,0.19,0.56
49096,0.13,0.52
49097,0.15,0.83
49098,0.03,0.27
49099,0.14,0.77
49100,0.58,0.64
49101,0.06,0.89
49102,0.09,0.78
49103,0.08,0.11
49104,0.05,0.4
49105,0.46,0.67
49106,0.0,0.11
49107,0.11,0.64
49108,0.12,0.28
49109,0.03,0.19
49110,0.18,0.63
49111,0.07,0.13
49112,0.62,0.85
49113,0.05,0.11
49114,0.2,0.49
49115,0.02,0.2
49116,0.44,0.39
49117,0.17,0.22
49118,0.02,0.46
49119,0.42,0.58
49120,0.04,0.17
49121,0.03,0.34
49122,0.1,0.54
49123,0.41,0.52
49124,0.36,0.25
49125,0.09,0.26
49126,0.13,0.86
49127,0.02,0.8
49128,0.13,0.28
49129,0.02,0.2
49130,0.35,0.51
49131,0.52,0.83
49132,0.11,0.99
49133,0.02,0.09
49134,0.06,0.78
49135,0.02,0.08
49136,0.49,0.62
49137,0.13,0.32
49138,0.08,0.43
49139,0.05,0.09
49140,0.08,0.85
49141,0.21,0.34
49142,0.1,0.17
49143,0.11,0.09
49144,0.48,0.71
49145,0.11,0.13
49146,0.04,0.18
49147,0.1,0.11
49148,0.81,0.86
49149,0.4,0.83
49150,0.18,0.1
49151,0.14,0.41
49152,0.15,0.66
49153,0.25,0.38
49154,0.19,0.3
49155,0.14,0.45
49156,0.32,0.38
49157,0.13,0.72
49158,0.42,0.87
49159,0.34,0.38
49160,0.2,0.26
49161,0.05,0.17
49162,0.08,0.13
49163,0.09,0.24
49164,0.01,0.14
49165,0.18,0.56
49166,0.14,0.59
49167,0.01,0.24
49168,0.19,0.19
49169,0.02,0.1
49170,0.21,0.57
49171,0.6,0.85
49172,0.21,0.67
49173,0.4,0.87
49174,0.22,0.63
49175,0.33,0.89
49176,0.04,0.66
49177,0.58,0.65
49178,0.12,0.18
49179,0.33,0.66
49180,0.53,0.82
49181,0.15,0.72
49182,0.07,0.45
49183,0.2,0.8
49184,0.01,0.23
49185,0.27,0.47
49186,0.09,0.62
49187,0.08,0.02
49188,0.24,0.82
49189,0.04,0.88
49190,0.08,0.34
49191,0.17,0.89
49192,0.38,0.59
49193,0.06,0.31
49194,0.15,0.23
49195,0.16,0.47
49196,0.25,0.83
49197,0.07,0.18
49198,0.11,0.76
49199,0.02,0.14
49200,0.11,0.89
49201,0.38,0.38
49202,0.06,0.63
49203,0.57,0.86
49204,0.06,0.1
49205,0.15,0.9
49206,0.1,0.46
49207,0.74,0.93
49208,0.53,0.78
49209,0.08,0.71
49210,0.15,0.32
49211,0.18,0.47
49212,0.31,0.43
49213,0.16,0.51
49214,0.38,0.87
49215,0.36,0.7
49216,0.41,0.59
49217,0.24,0.63
49218,0.65,0.77
49219,0.1,0.62
49220,0.06,0.07
49221,0.12,0.26
49222,0.24,0.51
49223,0.24,0.46
49224,0.16,0.38
49225,0.57,0.87
49226,0.13,0.88
49227,0.32,0.39
49228,0.13,0.21
49229,0.08,0.07
49230,0.52,0.27
49231,0.82,0.89
49232,0.21,0.61
49233,0.09,0.28
49234,0.15,0.71
49235,0.18,0.78
49236,0.31,0.55
49237,0.83,0.97
49238,0.51,0.73
49239,0.36,0.84
49240,0.2,0.44
49241,0.06,0.75
49242,0.26,0.67
49243,0.27,0.14
49244,0.03,0.07
49245,0.7,0.94
49246,0.48,0.85
49247,0.6,0.76
49248,0.08,0.16
49249,0.27,0.64
49250,0.06,0.14
49251,0.12,0.26
49252,0.09,0.89
49253,0.11,0.34
49254,0.46,0.59
49255,0.08,0.8
49256,0.05,0.3
49257,0.02,0.11
49258,0.17,0.14
49259,0.16,0.14
49260,0.42,0.62
49261,0.03,0.21
49262,0.1,0.19
49263,0.07,0.12
49264,0.18,0.77
49265,0.3,0.49
49266,0.21,0.13
49267,0.37,0.64
49268,0.1,0.37
49269,0.04,0.08
49270,0.06,0.11
49271,0.56,0.9
49272,0.33,0.39
49273,0.4,0.55
49274,0.26,0.44
49275,0.12,0.96
49276,0.24,0.6
49277,0.04,0.17
49278,0.74,0.86
49279,0.33,0.37
49280,0.1,0.1
49281,0.27,0.3
49282,0.09,0.32
49283,0.16,0.61
49284,0.13,0.26
49285,0.11,0.32
49286,0.05,0.61
49287,0.63,0.83
49288,0.11,0.12
49289,0.25,0.7
49290,0.81,0.79
49291,0.25,0.64
49292,0.22,0.64
49293,0.07,0.27
49294,0.1,0.26
49295,0.26,0.08
49296,0.12,0.33
49297,0.16,0.73
49298,0.18,0.35
49299,0.08,0.38
49300,0.13,0.36
49301,0.03,0.09
49302,0.06,0.11
49303,0.31,0.65
49304,0.09,0.41
49305,0.09,0.14
49306,0.12,0.51
49307,0.17,0.26
49308,0.34,0.8
49309,0.31,0.26
49310,0.08,0.48
49311,0.04,0.69
49312,0.2,0.54
49313,0.01,0.19
49314,0.52,0.65
49315,0.03,0.12
49316,0.53,0.81
49317,0.02,0.33
49318,0.16,0.36
49319,0.06,0.22
49320,0.21,0.52
49321,0.14,0.32
49322,0.26,0.83
49323,0.61,0.9
49324,0.23,0.44
49325,0.31,0.8
49326,0.12,0.25
49327,0.15,0.31
49328,0.25,0.48
49329,0.1,0.51
49330,0.07,0.27
49331,0.2,0.13
49332,0.14,0.58
49333,0.11,0.12
49334,0.11,0.73
49335,0.18,0.45
49336,0.07,0.15
49337,0.46,0.4
49338,0.01,0.06
49339,0.13,0.32
49340,0.14,0.2
49341,0.14,0.18
49342,0.06,0.23
49343,0.12,0.33
49344,0.03,0.7
49345,0.55,0.9
49346,0.35,0.5
49347,0.08,0.23
49348,0.13,0.51
49349,0.04,0.13
49350,0.04,0.69
49351,0.1,0.1
49352,0.14,0.36
49353,0.18,0.63
49354,0.06,0.57
49355,0.1,0.38
49356,0.04,0.27
49357,0.23,0.64
49358,0.09,0.82
49359,0.19,0.23
49360,0.03,0.35
49361,0.18,0.07
49362,0.02,0.04
49363,0.06,0.58
49364,0.08,0.45
49365,0.55,0.58
49366,0.59,0.59
49367,0.15,0.73
49368,0.39,0.74
49369,0.06,0.41
49370,0.79,0.74
49371,0.5,0.53
49372,0.11,0.19
49373,0.29,0.34
49374,0.06,0.06
49375,0.21,0.37
49376,0.07,0.15
49377,0.15,0.39
49378,0.17,0.78
49379,0.04,0.15
49380,0.86,0.84
49381,0.04,0.25
49382,0.05,0.09
49383,0.61,0.93
49384,0.03,0.12
49385,0.0,0.43
49386,0.03,0.06
49387,0.07,0.14
49388,0.29,0.85
49389,0.08,0.68
49390,0.1,0.35
49391,0.02,0.23
49392,0.03,0.22
49393,0.18,0.4
49394,0.1,0.56
49395,0.26,0.55
49396,0.17,0.52
49397,0.33,0.79
49398,0.09,0.13
49399,0.12,0.38
49400,0.0,0.13
49401,0.42,0.67
49402,0.44,0.82
49403,0.74,0.86
49404,0.2,0.56
49405,0.13,0.34
49406,0.29,0.37
49407,0.07,0.48
49408,0.04,0.16
49409,0.1,0.71
49410,0.18,0.69
49411,0.19,0.71
49412,0.46,0.79
49413,0.04,0.16
49414,0.13,0.26
49415,0.16,0.28
49416,0.72,0.96
49417,0.16,0.46
49418,0.2,0.55
49419,0.64,0.8
49420,0.08,0.86
49421,0.1,0.22
49422,0.46,0.8
49423,0.09,0.23
49424,0.06,0.13
49425,0.16,0.39
49426,0.04,0.36
49427,0.12,0.46
49428,0.12,0.83
49429,0.27,0.43
49430,0.11,0.19
49431,0.12,0.58
49432,0.03,0.06
49433,0.56,0.69
49434,0.11,0.16
49435,0.22,0.78
49436,0.04,0.31
49437,0.36,0.62
49438,0.04,0.16
49439,0.27,0.29
49440,0.05,0.66
49441,0.56,0.87
49442,0.03,0.13
49443,0.09,0.23
49444,0.33,0.82
49445,0.17,0.57
49446,0.06,0.17
49447,0.43,0.84
49448,0.78,0.96
49449,0.55,0.77
49450,0.05,0.55
49451,0.14,0.94
49452,0.06,0.26
49453,0.03,0.16
49454,0.75,0.91
49455,0.08,0.72
49456,0.06,0.2
49457,0.28,0.83
49458,0.13,0.2
49459,0.14,0.85
49460,0.33,0.55
49461,0.7,0.47
49462,0.14,0.68
49463,0.54,0.81
49464,0.01,0.05
49465,0.1,0.81
49466,0.07,0.24
49467,0.16,0.76
49468,0.79,0.93
49469,0.12,0.15
49470,0.09,0.6
49471,0.19,0.83
49472,0.14,0.23
49473,0.54,0.63
49474,0.03,0.27
49475,0.3,0.54
49476,0.11,0.21
49477,0.15,0.9
49478,0.39,0.55
49479,0.46,0.69
49480,0.13,0.3
49481,0.09,0.62
49482,0.17,0.42
49483,0.26,0.39
49484,0.1,0.26
49485,0.14,0.35
49486,0.26,0.34
49487,0.12,0.24
49488,0.3,0.62
49489,0.05,0.32
49490,0.15,0.21
49491,0.11,0.26
49492,0.09,0.29
49493,0.15,0.2
49494,0.05,0.37
49495,0.44,0.63
49496,0.04,0.1
49497,0.11,0.18
49498,0.05,0.11
49499,0.12,0.53
49500,0.04,0.68
49501,0.03,0.39
49502,0.38,0.69
49503,0.19,0.4
49504,0.04,0.43
49505,0.1,0.67
49506,0.1,0.48
49507,0.11,0.31
49508,0.0,0.18
49509,0.17,0.45
49510,0.05,0.53
49511,0.21,0.39
49512,0.53,0.55
49513,0.05,0.08
49514,0.09,0.39
49515,0.15,0.53
49516,0.42,0.59
49517,0.04,0.47
49518,0.13,0.62
49519,0.23,0.79
49520,0.44,0.52
49521,0.31,0.54
49522,0.46,0.71
49523,0.07,0.67
49524,0.13,0.39
49525,0.09,0.05
49526,0.28,0.69
49527,0.1,0.87
49528,0.02,0.7
49529,0.07,0.21
49530,0.59,0.65
49531,0.15,0.7
49532,0.18,0.46
49533,0.45,0.75
49534,0.03,0.1
49535,0.08,0.1
49536,0.17,0.31
49537,0.61,0.64
49538,0.16,0.57
49539,0.34,0.33
49540,0.02,0.22
49541,0.11,0.18
49542,0.06,0.23
49543,0.27,0.22
49544,0.16,0.04
49545,0.19,0.18
49546,0.17,0.36
49547,0.1,0.4
49548,0.51,0.45
49549,0.06,0.16
49550,0.11,0.24
49551,0.44,0.67
49552,0.02,0.26
49553,0.2,0.32
49554,0.74,0.98
49555,0.06,0.66
49556,0.14,0.11
49557,0.53,0.65
49558,0.31,0.53
49559,0.03,0.17
49560,0.2,0.63
49561,0.2,0.4
49562,0.37,0.93
49563,0.45,0.8
49564,0.07,0.56
49565,0.07,0.15
49566,0.06,0.76
49567,0.2,0.7
49568,0.57,0.76
49569,0.04,0.59
49570,0.34,0.55
49571,0.04,0.03
49572,0.01,0.14
49573,0.07,0.29
49574,0.25,0.43
49575,0.15,0.84
49576,0.46,0.6
49577,0.17,0.53
49578,0.18,0.42
49579,0.06,0.12
49580,0.31,0.66
49581,0.04,0.62
49582,0.63,0.69
49583,0.42,0.81
49584,0.1,0.55
49585,0.12,0.32
49586,0.03,0.11
49587,0.66,0.82
49588,0.39,0.7
49589,0.87,0.94
49590,0.04,0.16
49591,0.44,0.65
49592,0.01,0.82
49593,0.04,0.52
49594,0.12,0.9
49595,0.12,0.49
49596,0.07,0.16
49597,0.12,0.69
49598,0.11,0.4
49599,0.04,0.39
49600,0.86,0.89
49601,0.0,0.43
49602,0.1,0.26
49603,0.1,0.18
49604,0.27,0.3
49605,0.18,0.58
49606,0.08,0.48
49607,0.05,0.78
49608,0.05,0.77
49609,0.14,0.48
49610,0.04,0.19
49611,0.17,0.8
49612,0.05,0.16
49613,0.27,0.53
49614,0.37,0.66
49615,0.28,0.56
49616,0.3,0.81
49617,0.14,0.4
49618,0.73,0.97
49619,0.14,0.89
49620,0.06,0.56
49621,0.04,0.08
49622,0.06,0.27
49623,0.31,0.61
49624,0.1,0.31
49625,0.08,0.08
49626,0.3,0.87
49627,0.12,0.32
49628,0.13,0.07
49629,0.07,0.33
49630,0.02,0.11
49631,0.4,0.45
49632,0.08,0.25
49633,0.06,0.9
49634,0.17,0.47
49635,0.68,0.89
49636,0.25,0.45
49637,0.37,0.5
49638,0.13,0.22
49639,0.1,0.31
49640,0.79,0.89
49641,0.28,0.35
49642,0.31,0.72
49643,0.14,0.3
49644,0.12,0.22
49645,0.86,0.95
49646,0.17,0.19
49647,0.27,0.66
49648,0.07,0.86
49649,0.04,0.17
49650,0.09,0.77
49651,0.04,0.11
49652,0.23,0.47
49653,0.02,0.12
49654,0.04,0.9
49655,0.11,0.49
49656,0.03,0.44
49657,0.03,0.77
49658,0.19,0.53
49659,0.54,0.7
49660,0.25,0.49
49661,0.05,0.21
49662,0.06,0.12
49663,0.18,0.6
49664,0.13,0.43
49665,0.57,0.66
49666,0.11,0.15
49667,0.1,0.86
49668,0.05,0.18
49669,0.21,0.69
49670,0.03,0.15
49671,0.22,0.84
49672,0.05,0.57
49673,0.09,0.29
49674,0.02,0.65
49675,0.17,0.42
49676,0.34,0.49
49677,0.21,0.28
49678,0.4,0.67
49679,0.12,0.15
49680,0.62,0.78
49681,0.23,0.56
49682,0.18,0.66
49683,0.54,0.83
49684,0.78,0.92
49685,0.07,0.2
49686,0.04,0.16
49687,0.3,0.79
49688,0.15,0.79
49689,0.05,0.28
49690,0.1,0.43
49691,0.17,0.39
49692,0.26,0.82
49693,0.21,0.22
49694,0.09,0.36
49695,0.22,0.43
49696,0.09,0.62
49697,0.1,0.54
49698,0.04,0.29
49699,0.26,0.33
49700,0.49,0.84
49701,0.06,0.19
49702,0.41,0.88
49703,0.05,0.36
49704,0.04,0.05
49705,0.5,0.42
49706,0.25,0.95
49707,0.09,0.66
49708,0.11,0.1
49709,0.07,0.1
49710,0.05,0.13
49711,0.39,0.84
49712,0.08,0.06
49713,0.69,0.86
49714,0.24,0.71
49715,0.15,0.22
49716,0.13,0.33
49717,0.61,0.91
49718,0.14,0.72
49719,0.43,0.76
49720,0.1,0.9
49721,0.04,0.28
49722,0.01,0.11
49723,0.2,0.23
49724,0.56,0.46
49725,0.19,0.55
49726,0.04,0.1
49727,0.42,0.73
49728,0.02,0.11
49729,0.03,0.4
49730,0.7,0.91
49731,0.01,0.19
49732,0.41,0.34
49733,0.19,0.21
49734,0.19,0.39
49735,0.07,0.64
49736,0.12,0.08
49737,0.07,0.2
49738,0.13,0.84
49739,0.12,0.28
49740,0.04,0.07
49741,0.07,0.1
49742,0.29,0.35
49743,0.27,0.64
49744,0.13,0.22
49745,0.06,0.3
49746,0.08,0.23
49747,0.08,0.78
49748,0.69,0.83
49749,0.17,0.83
49750,0.32,0.58
49751,0.24,0.38
49752,0.21,0.35
49753,0.15,0.56
49754,0.08,0.31
49755,0.05,0.15
49756,0.1,0.66
49757,0.06,0.3
49758,0.15,0.28
49759,0.57,0.87
49760,0.48,0.55
49761,0.04,0.13
49762,0.24,0.6
49763,0.28,0.65
49764,0.5,0.89
49765,0.05,0.05
49766,0.34,0.44
49767,0.07,0.35
49768,0.13,0.93
49769,0.23,0.25
49770,0.44,0.91
49771,0.84,0.96
49772,0.07,0.27
49773,0.09,0.34
49774,0.04,0.79
49775,0.05,0.35
49776,0.19,0.74
49777,0.42,0.53
49778,0.15,0.16
49779,0.37,0.86
49780,0.03,0.03
49781,0.03,0.09
49782,0.19,0.34
49783,0.11,0.51
49784,0.24,0.7
49785,0.1,0.34
49786,0.23,0.82
49787,0.13,0.58
49788,0.13,0.16
49789,0.36,0.31
49790,0.03,0.17
49791,0.79,0.85
49792,0.12,0.76
49793,0.32,0.31
49794,0.44,0.79
49795,0.02,0.29
49796,0.13,0.68
49797,0.68,0.86
49798,0.05,0.21
49799,0.38,0.48
49800,0.17,0.78
49801,0.8,0.92
49802,0.43,0.47
49803,0.24,0.27
49804,0.67,0.86
49805,0.03,0.45
49806,0.13,0.12
49807,0.12,0.21
49808,0.49,0.95
49809,0.19,0.34
49810,0.15,0.35
49811,0.34,0.25
49812,0.19,0.38
49813,0.15,0.57
49814,0.08,0.17
49815,0.09,0.26
49816,0.12,0.79
49817,0.09,0.76
49818,0.69,0.8
49819,0.55,0.6
49820,0.86,0.98
49821,0.55,0.75
49822,0.03,0.14
49823,0.19,0.55
49824,0.0,0.11
49825,0.08,0.18
49826,0.43,0.53
49827,0.68,0.84
49828,0.26,0.36
49829,0.73,0.82
49830,0.16,0.82
49831,0.51,0.66
49832,0.06,0.82
49833,0.07,0.62
49834,0.12,0.69
49835,0.01,0.06
49836,0.14,0.6
49837,0.09,0.52
49838,0.28,0.68
49839,0.38,0.51
49840,0.23,0.58
49841,0.1,0.69
49842,0.12,0.8
49843,0.08,0.64
49844,0.39,0.7
49845,0.5,0.43
49846,0.07,0.11
49847,0.29,0.91
49848,0.04,0.2
49849,0.21,0.44
49850,0.09,0.74
49851,0.04,0.18
49852,0.14,0.23
49853,0.26,0.23
49854,0.06,0.63
49855,0.7,0.95
49856,0.03,0.31
49857,0.42,0.51
49858,0.19,0.57
49859,0.41,0.72
49860,0.04,0.17
49861,0.13,0.36
49862,0.22,0.81
49863,0.09,0.73
49864,0.05,0.14
49865,0.56,0.33
49866,0.77,0.75
49867,0.07,0.39
49868,0.26,0.42
49869,0.13,0.91
49870,0.14,0.86
49871,0.15,0.37
49872,0.09,0.46
49873,0.29,0.86
49874,0.02,0.19
49875,0.06,0.11
49876,0.84,0.95
49877,0.15,0.4
49878,0.01,0.05
49879,0.03,0.15
49880,0.04,0.15
49881,0.42,0.33
49882,0.43,0.92
49883,0.1,0.97
49884,0.42,0.71
49885,0.5,0.93
49886,0.17,0.2
49887,0.68,0.68
49888,0.1,0.52
49889,0.01,0.23
49890,0.51,0.74
49891,0.16,0.3
49892,0.05,0.38
49893,0.61,0.6
49894,0.24,0.22
49895,0.12,0.87
49896,0.02,0.18
49897,0.02,0.17
49898,0.07,0.17
49899,0.4,0.51
49900,0.16,0.68
49901,0.19,0.43
49902,0.24,0.6
49903,0.06,0.23
49904,0.12,0.4
49905,0.79,0.84
49906,0.11,0.13
49907,0.1,0.89
49908,0.06,0.13
49909,0.33,0.72
49910,0.01,0.03
49911,0.05,0.43
49912,0.04,0.19
49913,0.04,0.05
49914,0.04,0.05
49915,0.06,0.05
49916,0.16,0.56
49917,0.85,0.91
49918,0.05,0.68
49919,0.07,0.08
49920,0.77,0.97
49921,0.32,0.5
49922,0.81,0.95
49923,0.13,0.58
49924,0.23,0.74
49925,0.1,0.34
49926,0.39,0.39
49927,0.11,0.2
49928,0.28,0.61
49929,0.03,0.03
49930,0.16,0.74
49931,0.42,0.58
49932,0.06,0.55
49933,0.36,0.47
49934,0.07,0.8
49935,0.04,0.14
49936,0.46,0.48
49937,0.02,0.53
49938,0.78,0.82
49939,0.06,0.29
49940,0.93,0.96
49941,0.48,0.83
49942,0.17,0.29
49943,0.22,0.67
49944,0.82,0.93
49945,0.05,0.05
49946,0.2,0.42
49947,0.26,0.5
49948,0.06,0.97
49949,0.62,0.42
49950,0.11,0.14
49951,0.09,0.22
49952,0.54,0.73
49953,0.19,0.34
49954,0.11,0.22
49955,0.4,0.61
49956,0.11,0.09
49957,0.13,0.54
49958,0.07,0.23
49959,0.13,0.32
49960,0.19,0.75
49961,0.05,0.7
49962,0.15,0.16
49963,0.47,0.76
49964,0.04,0.39
49965,0.28,0.59
49966,0.15,0.28
49967,0.08,0.63
49968,0.04,0.09
49969,0.06,0.12
49970,0.25,0.39
49971,0.13,0.76
49972,0.07,0.32
49973,0.08,0.67
49974,0.16,0.57
49975,0.45,0.49
49976,0.47,0.33
49977,0.24,0.44
49978,0.21,0.56
49979,0.56,0.82
49980,0.04,0.88
49981,0.13,0.38
49982,0.21,0.86
49983,0.0,0.06
49984,0.29,0.68
49985,0.23,0.45
49986,0.63,0.63
49987,0.24,0.56
49988,0.68,0.73
49989,0.13,0.35
49990,0.11,0.19
49991,0.73,0.78
49992,0.1,0.17
49993,0.21,0.51
49994,0.04,0.76
49995,0.05,0.18
49996,0.27,0.46
49997,0.04,0.67
49998,0.38,0.5
49999,0.06,0.33
50000,0.1,0.45
50001,0.06,0.16
50002,0.66,0.62
50003,0.04,0.35
50004,0.27,0.43
50005,0.59,0.85
50006,0.34,0.5
50007,0.06,0.59
50008,0.07,0.41
50009,0.09,0.31
50010,0.2,0.64
50011,0.06,0.13
50012,0.26,0.6
50013,0.27,0.56
50014,0.16,0.26
50015,0.55,0.49
50016,0.1,0.46
50017,0.18,0.21
50018,0.23,0.28
50019,0.36,0.86
50020,0.06,0.77
50021,0.02,0.23
50022,0.05,0.63
50023,0.51,0.64
50024,0.84,0.95
50025,0.13,0.45
50026,0.01,0.73
50027,0.07,0.84
50028,0.13,0.28
50029,0.2,0.83
50030,0.03,0.12
50031,0.08,0.71
50032,0.09,0.1
50033,0.15,0.48
50034,0.02,0.11
50035,0.13,0.6
50036,0.07,0.42
50037,0.16,0.57
50038,0.17,0.19
50039,0.1,0.79
50040,0.07,0.26
50041,0.09,0.3
50042,0.08,0.66
50043,0.06,0.07
50044,0.26,0.33
50045,0.49,0.69
50046,0.05,0.74
50047,0.35,0.58
50048,0.01,0.4
50049,0.39,0.52
50050,0.68,0.86
50051,0.22,0.64
50052,0.04,0.31
50053,0.0,0.12
50054,0.53,0.89
50055,0.2,0.44
50056,0.15,0.17
50057,0.25,0.33
50058,0.3,0.27
50059,0.01,0.15
50060,0.11,0.32
50061,0.04,0.43
50062,0.01,0.11
50063,0.1,0.32
50064,0.11,0.23
50065,0.06,0.24
50066,0.63,0.8
50067,0.11,0.68
50068,0.48,0.74
50069,0.11,0.55
50070,0.09,0.27
50071,0.13,0.48
50072,0.27,0.9
50073,0.34,0.45
50074,0.1,0.8
50075,0.71,0.61
50076,0.4,0.87
50077,0.27,0.73
50078,0.13,0.34
50079,0.13,0.17
50080,0.33,0.47
50081,0.75,0.93
50082,0.56,0.73
50083,0.18,0.56
50084,0.11,0.28
50085,0.34,0.55
50086,0.13,0.22
50087,0.13,0.28
50088,0.03,0.15
50089,0.47,0.57
50090,0.04,0.24
50091,0.17,0.47
50092,0.02,0.25
50093,0.37,0.67
50094,0.66,0.68
50095,0.56,0.81
50096,0.16,0.28
50097,0.33,0.65
50098,0.19,0.57
50099,0.67,0.86
50100,0.02,0.35
50101,0.45,0.75
50102,0.3,0.31
50103,0.51,0.52
50104,0.02,0.61
50105,0.12,0.73
50106,0.02,0.31
50107,0.09,0.09
50108,0.04,0.79
50109,0.04,0.09
50110,0.58,0.84
50111,0.31,0.38
50112,0.08,0.59
50113,0.02,0.17
50114,0.03,0.13
50115,0.13,0.33
50116,0.38,0.22
50117,0.12,0.86
50118,0.04,0.29
50119,0.1,0.1
50120,0.1,0.08
50121,0.08,0.22
50122,0.74,0.92
50123,0.01,0.09
50124,0.06,0.06
50125,0.47,0.67
50126,0.02,0.88
50127,0.44,0.72
50128,0.32,0.88
50129,0.15,0.2
50130,0.01,0.11
50131,0.63,0.69
50132,0.75,0.85
50133,0.04,0.23
50134,0.12,0.54
50135,0.11,0.26
50136,0.41,0.7
50137,0.28,0.57
50138,0.08,0.16
50139,0.16,0.58
50140,0.04,0.17
50141,0.07,0.19
50142,0.23,0.64
50143,0.63,0.74
50144,0.33,0.63
50145,0.06,0.46
50146,0.79,0.93
50147,0.08,0.6
50148,0.59,0.77
50149,0.06,0.12
50150,0.14,0.34
50151,0.06,0.29
50152,0.06,0.69
50153,0.08,0.29
50154,0.12,0.81
50155,0.12,0.67
50156,0.0,0.11
50157,0.17,0.77
50158,0.73,0.88
50159,0.15,0.92
